# beardifier compute golden (BeardProbe)
# affected -54 -84 -54 82 36 71
63 -95 91 0000000000000000
63 -95 98 0000000000000000
63 -92 -70 0000000000000000
63 -92 -63 0000000000000000
63 -92 -56 0000000000000000
63 -92 -49 0000000000000000
63 -92 -42 0000000000000000
63 -92 -35 0000000000000000
63 -92 -28 0000000000000000
63 -92 -21 0000000000000000
63 -92 -14 0000000000000000
63 -92 -7 0000000000000000
63 -92 0 0000000000000000
63 -92 7 0000000000000000
63 -92 14 0000000000000000
63 -92 21 0000000000000000
63 -92 28 0000000000000000
63 -92 35 0000000000000000
63 -92 42 0000000000000000
63 -92 49 0000000000000000
63 -92 56 0000000000000000
63 -92 63 0000000000000000
63 -92 70 0000000000000000
63 -92 77 0000000000000000
63 -92 84 0000000000000000
63 -92 91 0000000000000000
63 -92 98 0000000000000000
63 -89 -70 0000000000000000
63 -89 -63 0000000000000000
63 -89 -56 0000000000000000
63 -89 -49 0000000000000000
63 -89 -42 0000000000000000
63 -89 -35 0000000000000000
63 -89 -28 0000000000000000
63 -89 -21 0000000000000000
63 -89 -14 0000000000000000
63 -89 -7 0000000000000000
63 -89 0 0000000000000000
63 -89 7 0000000000000000
63 -89 14 0000000000000000
63 -89 21 0000000000000000
63 -89 28 0000000000000000
63 -89 35 0000000000000000
63 -89 42 0000000000000000
63 -89 49 0000000000000000
63 -89 56 0000000000000000
63 -89 63 0000000000000000
63 -89 70 0000000000000000
63 -89 77 0000000000000000
63 -89 84 0000000000000000
63 -89 91 0000000000000000
63 -89 98 0000000000000000
63 -86 -70 0000000000000000
63 -86 -63 0000000000000000
63 -86 -56 0000000000000000
63 -86 -49 0000000000000000
63 -86 -42 0000000000000000
63 -86 -35 0000000000000000
63 -86 -28 0000000000000000
63 -86 -21 0000000000000000
63 -86 -14 0000000000000000
63 -86 -7 0000000000000000
63 -86 0 0000000000000000
63 -86 7 0000000000000000
63 -86 14 0000000000000000
63 -86 21 0000000000000000
63 -86 28 0000000000000000
63 -86 35 0000000000000000
63 -86 42 0000000000000000
63 -86 49 0000000000000000
63 -86 56 0000000000000000
63 -86 63 0000000000000000
63 -86 70 0000000000000000
63 -86 77 0000000000000000
63 -86 84 0000000000000000
63 -86 91 0000000000000000
63 -86 98 0000000000000000
63 -83 -70 0000000000000000
63 -83 -63 0000000000000000
63 -83 -56 0000000000000000
63 -83 -49 0000000000000000
63 -83 -42 0000000000000000
63 -83 -35 0000000000000000
63 -83 -28 0000000000000000
63 -83 -21 0000000000000000
63 -83 -14 0000000000000000
63 -83 -7 0000000000000000
63 -83 0 0000000000000000
63 -83 7 0000000000000000
63 -83 14 0000000000000000
63 -83 21 0000000000000000
63 -83 28 0000000000000000
63 -83 35 0000000000000000
63 -83 42 0000000000000000
63 -83 49 0000000000000000
63 -83 56 0000000000000000
63 -83 63 0000000000000000
63 -83 70 0000000000000000
63 -83 77 0000000000000000
63 -83 84 0000000000000000
63 -83 91 0000000000000000
63 -83 98 0000000000000000
63 -80 -70 0000000000000000
63 -80 -63 0000000000000000
63 -80 -56 0000000000000000
63 -80 -49 0000000000000000
63 -80 -42 0000000000000000
63 -80 -35 0000000000000000
63 -80 -28 0000000000000000
63 -80 -21 0000000000000000
63 -80 -14 0000000000000000
63 -80 -7 0000000000000000
63 -80 0 0000000000000000
63 -80 7 0000000000000000
63 -80 14 0000000000000000
63 -80 21 0000000000000000
63 -80 28 0000000000000000
63 -80 35 0000000000000000
63 -80 42 0000000000000000
63 -80 49 0000000000000000
63 -80 56 0000000000000000
63 -80 63 0000000000000000
63 -80 70 0000000000000000
63 -80 77 0000000000000000
63 -80 84 0000000000000000
63 -80 91 0000000000000000
63 -80 98 0000000000000000
63 -77 -70 0000000000000000
63 -77 -63 0000000000000000
63 -77 -56 0000000000000000
63 -77 -49 0000000000000000
63 -77 -42 0000000000000000
63 -77 -35 0000000000000000
63 -77 -28 0000000000000000
63 -77 -21 0000000000000000
63 -77 -14 0000000000000000
63 -77 -7 0000000000000000
63 -77 0 0000000000000000
63 -77 7 0000000000000000
63 -77 14 0000000000000000
63 -77 21 0000000000000000
63 -77 28 0000000000000000
63 -77 35 0000000000000000
63 -77 42 0000000000000000
63 -77 49 0000000000000000
63 -77 56 0000000000000000
63 -77 63 0000000000000000
63 -77 70 0000000000000000
63 -77 77 0000000000000000
63 -77 84 0000000000000000
63 -77 91 0000000000000000
63 -77 98 0000000000000000
63 -74 -70 0000000000000000
63 -74 -63 0000000000000000
63 -74 -56 0000000000000000
63 -74 -49 0000000000000000
63 -74 -42 0000000000000000
63 -74 -35 0000000000000000
63 -74 -28 0000000000000000
63 -74 -21 0000000000000000
63 -74 -14 0000000000000000
63 -74 -7 0000000000000000
63 -74 0 0000000000000000
63 -74 7 0000000000000000
63 -74 14 0000000000000000
63 -74 21 0000000000000000
63 -74 28 0000000000000000
63 -74 35 0000000000000000
63 -74 42 0000000000000000
63 -74 49 0000000000000000
63 -74 56 0000000000000000
63 -74 63 0000000000000000
63 -74 70 0000000000000000
63 -74 77 0000000000000000
63 -74 84 0000000000000000
63 -74 91 0000000000000000
63 -74 98 0000000000000000
63 -71 -70 0000000000000000
63 -71 -63 0000000000000000
63 -71 -56 0000000000000000
63 -71 -49 0000000000000000
63 -71 -42 0000000000000000
63 -71 -35 0000000000000000
63 -71 -28 0000000000000000
63 -71 -21 0000000000000000
63 -71 -14 0000000000000000
63 -71 -7 0000000000000000
63 -71 0 0000000000000000
63 -71 7 0000000000000000
63 -71 14 0000000000000000
63 -71 21 0000000000000000
63 -71 28 0000000000000000
63 -71 35 0000000000000000
63 -71 42 0000000000000000
63 -71 49 0000000000000000
63 -71 56 0000000000000000
63 -71 63 0000000000000000
63 -71 70 0000000000000000
63 -71 77 0000000000000000
63 -71 84 0000000000000000
63 -71 91 0000000000000000
63 -71 98 0000000000000000
63 -68 -70 0000000000000000
63 -68 -63 0000000000000000
63 -68 -56 0000000000000000
63 -68 -49 0000000000000000
63 -68 -42 0000000000000000
63 -68 -35 0000000000000000
63 -68 -28 0000000000000000
63 -68 -21 0000000000000000
63 -68 -14 0000000000000000
63 -68 -7 0000000000000000
63 -68 0 0000000000000000
63 -68 7 0000000000000000
63 -68 14 0000000000000000
63 -68 21 0000000000000000
63 -68 28 0000000000000000
63 -68 35 0000000000000000
63 -68 42 0000000000000000
63 -68 49 0000000000000000
63 -68 56 0000000000000000
63 -68 63 0000000000000000
63 -68 70 0000000000000000
63 -68 77 0000000000000000
63 -68 84 0000000000000000
63 -68 91 0000000000000000
63 -68 98 0000000000000000
63 -65 -70 0000000000000000
63 -65 -63 0000000000000000
63 -65 -56 0000000000000000
63 -65 -49 0000000000000000
63 -65 -42 0000000000000000
63 -65 -35 0000000000000000
63 -65 -28 0000000000000000
63 -65 -21 0000000000000000
63 -65 -14 0000000000000000
63 -65 -7 0000000000000000
63 -65 0 0000000000000000
63 -65 7 0000000000000000
63 -65 14 0000000000000000
63 -65 21 0000000000000000
63 -65 28 0000000000000000
63 -65 35 0000000000000000
63 -65 42 0000000000000000
63 -65 49 0000000000000000
63 -65 56 0000000000000000
63 -65 63 0000000000000000
63 -65 70 0000000000000000
63 -65 77 0000000000000000
63 -65 84 0000000000000000
63 -65 91 0000000000000000
63 -65 98 0000000000000000
63 -62 -70 0000000000000000
63 -62 -63 0000000000000000
63 -62 -56 0000000000000000
63 -62 -49 0000000000000000
63 -62 -42 0000000000000000
63 -62 -35 0000000000000000
63 -62 -28 0000000000000000
63 -62 -21 0000000000000000
63 -62 -14 0000000000000000
63 -62 -7 0000000000000000
63 -62 0 0000000000000000
63 -62 7 0000000000000000
63 -62 14 0000000000000000
63 -62 21 0000000000000000
63 -62 28 0000000000000000
63 -62 35 0000000000000000
63 -62 42 0000000000000000
63 -62 49 0000000000000000
63 -62 56 0000000000000000
63 -62 63 0000000000000000
63 -62 70 0000000000000000
63 -62 77 0000000000000000
63 -62 84 0000000000000000
63 -62 91 0000000000000000
63 -62 98 0000000000000000
63 -59 -70 0000000000000000
63 -59 -63 0000000000000000
63 -59 -56 0000000000000000
63 -59 -49 0000000000000000
63 -59 -42 0000000000000000
63 -59 -35 0000000000000000
63 -59 -28 0000000000000000
63 -59 -21 0000000000000000
63 -59 -14 0000000000000000
63 -59 -7 0000000000000000
63 -59 0 0000000000000000
63 -59 7 0000000000000000
63 -59 14 0000000000000000
63 -59 21 0000000000000000
63 -59 28 0000000000000000
63 -59 35 0000000000000000
63 -59 42 0000000000000000
63 -59 49 0000000000000000
63 -59 56 0000000000000000
63 -59 63 0000000000000000
63 -59 70 0000000000000000
63 -59 77 0000000000000000
63 -59 84 0000000000000000
63 -59 91 0000000000000000
63 -59 98 0000000000000000
63 -56 -70 0000000000000000
63 -56 -63 0000000000000000
63 -56 -56 0000000000000000
63 -56 -49 0000000000000000
63 -56 -42 0000000000000000
63 -56 -35 0000000000000000
63 -56 -28 0000000000000000
63 -56 -21 0000000000000000
63 -56 -14 0000000000000000
63 -56 -7 0000000000000000
63 -56 0 0000000000000000
63 -56 7 0000000000000000
63 -56 14 0000000000000000
63 -56 21 0000000000000000
63 -56 28 0000000000000000
63 -56 35 0000000000000000
63 -56 42 0000000000000000
63 -56 49 0000000000000000
63 -56 56 0000000000000000
63 -56 63 0000000000000000
63 -56 70 0000000000000000
63 -56 77 0000000000000000
63 -56 84 0000000000000000
63 -56 91 0000000000000000
63 -56 98 0000000000000000
63 -53 -70 0000000000000000
63 -53 -63 0000000000000000
63 -53 -56 0000000000000000
63 -53 -49 0000000000000000
63 -53 -42 0000000000000000
63 -53 -35 0000000000000000
63 -53 -28 0000000000000000
63 -53 -21 0000000000000000
63 -53 -14 0000000000000000
63 -53 -7 0000000000000000
63 -53 0 0000000000000000
63 -53 7 0000000000000000
63 -53 14 0000000000000000
63 -53 21 0000000000000000
63 -53 28 0000000000000000
63 -53 35 0000000000000000
63 -53 42 0000000000000000
63 -53 49 0000000000000000
63 -53 56 0000000000000000
63 -53 63 0000000000000000
63 -53 70 0000000000000000
63 -53 77 0000000000000000
63 -53 84 0000000000000000
63 -53 91 0000000000000000
63 -53 98 0000000000000000
63 -50 -70 0000000000000000
63 -50 -63 0000000000000000
63 -50 -56 0000000000000000
63 -50 -49 0000000000000000
63 -50 -42 0000000000000000
63 -50 -35 0000000000000000
63 -50 -28 0000000000000000
63 -50 -21 0000000000000000
63 -50 -14 0000000000000000
63 -50 -7 0000000000000000
63 -50 0 0000000000000000
63 -50 7 0000000000000000
63 -50 14 0000000000000000
63 -50 21 0000000000000000
63 -50 28 0000000000000000
63 -50 35 0000000000000000
63 -50 42 0000000000000000
63 -50 49 0000000000000000
63 -50 56 0000000000000000
63 -50 63 0000000000000000
63 -50 70 0000000000000000
63 -50 77 0000000000000000
63 -50 84 0000000000000000
63 -50 91 0000000000000000
63 -50 98 0000000000000000
63 -47 -70 0000000000000000
63 -47 -63 0000000000000000
63 -47 -56 0000000000000000
63 -47 -49 0000000000000000
63 -47 -42 0000000000000000
63 -47 -35 0000000000000000
63 -47 -28 0000000000000000
63 -47 -21 0000000000000000
63 -47 -14 0000000000000000
63 -47 -7 0000000000000000
63 -47 0 0000000000000000
63 -47 7 0000000000000000
63 -47 14 0000000000000000
63 -47 21 0000000000000000
63 -47 28 0000000000000000
63 -47 35 0000000000000000
63 -47 42 0000000000000000
63 -47 49 0000000000000000
63 -47 56 0000000000000000
63 -47 63 0000000000000000
63 -47 70 0000000000000000
63 -47 77 0000000000000000
63 -47 84 0000000000000000
63 -47 91 0000000000000000
63 -47 98 0000000000000000
63 -44 -70 0000000000000000
63 -44 -63 0000000000000000
63 -44 -56 0000000000000000
63 -44 -49 0000000000000000
63 -44 -42 0000000000000000
63 -44 -35 0000000000000000
63 -44 -28 0000000000000000
63 -44 -21 0000000000000000
63 -44 -14 0000000000000000
63 -44 -7 0000000000000000
63 -44 0 0000000000000000
63 -44 7 0000000000000000
63 -44 14 0000000000000000
63 -44 21 0000000000000000
63 -44 28 0000000000000000
63 -44 35 0000000000000000
63 -44 42 0000000000000000
63 -44 49 0000000000000000
63 -44 56 0000000000000000
63 -44 63 0000000000000000
63 -44 70 0000000000000000
63 -44 77 0000000000000000
63 -44 84 0000000000000000
63 -44 91 0000000000000000
63 -44 98 0000000000000000
63 -41 -70 0000000000000000
63 -41 -63 0000000000000000
63 -41 -56 0000000000000000
63 -41 -49 0000000000000000
63 -41 -42 0000000000000000
63 -41 -35 0000000000000000
63 -41 -28 0000000000000000
63 -41 -21 0000000000000000
63 -41 -14 0000000000000000
63 -41 -7 0000000000000000
63 -41 0 0000000000000000
63 -41 7 0000000000000000
63 -41 14 0000000000000000
63 -41 21 0000000000000000
63 -41 28 0000000000000000
63 -41 35 0000000000000000
63 -41 42 0000000000000000
63 -41 49 0000000000000000
63 -41 56 0000000000000000
63 -41 63 0000000000000000
63 -41 70 0000000000000000
63 -41 77 0000000000000000
63 -41 84 0000000000000000
63 -41 91 0000000000000000
63 -41 98 0000000000000000
63 -38 -70 0000000000000000
63 -38 -63 0000000000000000
63 -38 -56 0000000000000000
63 -38 -49 0000000000000000
63 -38 -42 0000000000000000
63 -38 -35 0000000000000000
63 -38 -28 0000000000000000
63 -38 -21 0000000000000000
63 -38 -14 0000000000000000
63 -38 -7 0000000000000000
63 -38 0 0000000000000000
63 -38 7 0000000000000000
63 -38 14 0000000000000000
63 -38 21 0000000000000000
63 -38 28 0000000000000000
63 -38 35 0000000000000000
63 -38 42 0000000000000000
63 -38 49 0000000000000000
63 -38 56 0000000000000000
63 -38 63 0000000000000000
63 -38 70 0000000000000000
63 -38 77 0000000000000000
63 -38 84 0000000000000000
63 -38 91 0000000000000000
63 -38 98 0000000000000000
63 -35 -70 0000000000000000
63 -35 -63 0000000000000000
63 -35 -56 0000000000000000
63 -35 -49 0000000000000000
63 -35 -42 0000000000000000
63 -35 -35 0000000000000000
63 -35 -28 0000000000000000
63 -35 -21 0000000000000000
63 -35 -14 0000000000000000
63 -35 -7 0000000000000000
63 -35 0 0000000000000000
63 -35 7 0000000000000000
63 -35 14 0000000000000000
63 -35 21 0000000000000000
63 -35 28 0000000000000000
63 -35 35 0000000000000000
63 -35 42 0000000000000000
63 -35 49 0000000000000000
63 -35 56 0000000000000000
63 -35 63 0000000000000000
63 -35 70 0000000000000000
63 -35 77 0000000000000000
63 -35 84 0000000000000000
63 -35 91 0000000000000000
63 -35 98 0000000000000000
63 -32 -70 0000000000000000
63 -32 -63 0000000000000000
63 -32 -56 0000000000000000
63 -32 -49 0000000000000000
63 -32 -42 0000000000000000
63 -32 -35 0000000000000000
63 -32 -28 0000000000000000
63 -32 -21 0000000000000000
63 -32 -14 0000000000000000
63 -32 -7 0000000000000000
63 -32 0 0000000000000000
63 -32 7 0000000000000000
63 -32 14 0000000000000000
63 -32 21 0000000000000000
63 -32 28 0000000000000000
63 -32 35 0000000000000000
63 -32 42 0000000000000000
63 -32 49 0000000000000000
63 -32 56 0000000000000000
63 -32 63 0000000000000000
63 -32 70 0000000000000000
63 -32 77 0000000000000000
63 -32 84 0000000000000000
63 -32 91 0000000000000000
63 -32 98 0000000000000000
63 -29 -70 0000000000000000
63 -29 -63 0000000000000000
63 -29 -56 0000000000000000
63 -29 -49 0000000000000000
63 -29 -42 0000000000000000
63 -29 -35 0000000000000000
63 -29 -28 0000000000000000
63 -29 -21 0000000000000000
63 -29 -14 0000000000000000
63 -29 -7 0000000000000000
63 -29 0 0000000000000000
63 -29 7 0000000000000000
63 -29 14 0000000000000000
63 -29 21 0000000000000000
63 -29 28 0000000000000000
63 -29 35 0000000000000000
63 -29 42 0000000000000000
63 -29 49 0000000000000000
63 -29 56 0000000000000000
63 -29 63 0000000000000000
63 -29 70 0000000000000000
63 -29 77 0000000000000000
63 -29 84 0000000000000000
63 -29 91 0000000000000000
63 -29 98 0000000000000000
63 -26 -70 0000000000000000
63 -26 -63 0000000000000000
63 -26 -56 0000000000000000
63 -26 -49 0000000000000000
63 -26 -42 0000000000000000
63 -26 -35 0000000000000000
63 -26 -28 0000000000000000
63 -26 -21 0000000000000000
63 -26 -14 0000000000000000
63 -26 -7 0000000000000000
63 -26 0 0000000000000000
63 -26 7 0000000000000000
63 -26 14 0000000000000000
63 -26 21 0000000000000000
63 -26 28 0000000000000000
63 -26 35 0000000000000000
63 -26 42 0000000000000000
63 -26 49 0000000000000000
63 -26 56 0000000000000000
63 -26 63 0000000000000000
63 -26 70 0000000000000000
63 -26 77 0000000000000000
63 -26 84 0000000000000000
63 -26 91 0000000000000000
63 -26 98 0000000000000000
63 -23 -70 0000000000000000
63 -23 -63 0000000000000000
63 -23 -56 0000000000000000
63 -23 -49 0000000000000000
63 -23 -42 0000000000000000
63 -23 -35 0000000000000000
63 -23 -28 0000000000000000
63 -23 -21 0000000000000000
63 -23 -14 0000000000000000
63 -23 -7 0000000000000000
63 -23 0 0000000000000000
63 -23 7 0000000000000000
63 -23 14 0000000000000000
63 -23 21 0000000000000000
63 -23 28 0000000000000000
63 -23 35 0000000000000000
63 -23 42 0000000000000000
63 -23 49 0000000000000000
63 -23 56 0000000000000000
63 -23 63 0000000000000000
63 -23 70 0000000000000000
63 -23 77 0000000000000000
63 -23 84 0000000000000000
63 -23 91 0000000000000000
63 -23 98 0000000000000000
63 -20 -70 0000000000000000
63 -20 -63 0000000000000000
63 -20 -56 0000000000000000
63 -20 -49 0000000000000000
63 -20 -42 0000000000000000
63 -20 -35 0000000000000000
63 -20 -28 0000000000000000
63 -20 -21 0000000000000000
63 -20 -14 0000000000000000
63 -20 -7 0000000000000000
63 -20 0 0000000000000000
63 -20 7 0000000000000000
63 -20 14 0000000000000000
63 -20 21 0000000000000000
63 -20 28 0000000000000000
63 -20 35 0000000000000000
63 -20 42 0000000000000000
63 -20 49 0000000000000000
63 -20 56 0000000000000000
63 -20 63 0000000000000000
63 -20 70 0000000000000000
63 -20 77 0000000000000000
63 -20 84 0000000000000000
63 -20 91 0000000000000000
63 -20 98 0000000000000000
63 -17 -70 0000000000000000
63 -17 -63 0000000000000000
63 -17 -56 0000000000000000
63 -17 -49 0000000000000000
63 -17 -42 0000000000000000
63 -17 -35 0000000000000000
63 -17 -28 0000000000000000
63 -17 -21 0000000000000000
63 -17 -14 0000000000000000
63 -17 -7 0000000000000000
63 -17 0 0000000000000000
63 -17 7 0000000000000000
63 -17 14 0000000000000000
63 -17 21 3e834963570b6f8c
63 -17 28 3ef68cfd95b6910a
63 -17 35 3efd53375d6dd652
63 -17 42 3efd53375d6dd652
63 -17 49 3ef68cfd95b6910a
63 -17 56 3e834963570b6f8c
63 -17 63 0000000000000000
63 -17 70 0000000000000000
63 -17 77 0000000000000000
63 -17 84 0000000000000000
63 -17 91 0000000000000000
63 -17 98 0000000000000000
63 -14 -70 0000000000000000
63 -14 -63 0000000000000000
63 -14 -56 0000000000000000
63 -14 -49 0000000000000000
63 -14 -42 0000000000000000
63 -14 -35 0000000000000000
63 -14 -28 0000000000000000
63 -14 -21 0000000000000000
63 -14 -14 0000000000000000
63 -14 -7 0000000000000000
63 -14 0 0000000000000000
63 -14 7 0000000000000000
63 -14 14 0000000000000000
63 -14 21 3ed5e64b3599f7a5
63 -14 28 3f4bf2464e64200a
63 -14 35 3f524ccad1e2b724
63 -14 42 3f524ccad1e2b724
63 -14 49 3f4bf2464e64200a
63 -14 56 3ed5e64b3599f7a5
63 -14 63 0000000000000000
63 -14 70 0000000000000000
63 -14 77 0000000000000000
63 -14 84 0000000000000000
63 -14 91 0000000000000000
63 -14 98 0000000000000000
63 -11 -70 0000000000000000
63 -11 -63 0000000000000000
63 -11 -56 0000000000000000
63 -11 -49 0000000000000000
63 -11 -42 0000000000000000
63 -11 -35 0000000000000000
63 -11 -28 0000000000000000
63 -11 -21 0000000000000000
63 -11 -14 0000000000000000
63 -11 -7 0000000000000000
63 -11 0 0000000000000000
63 -11 7 0000000000000000
63 -11 14 0000000000000000
63 -11 21 3f0bfa0f2ac46c50
63 -11 28 3f8461fdc55a3130
63 -11 35 3f8b16ddb822230a
63 -11 42 3f8b16ddb822230a
63 -11 49 3f8461fdc55a3130
63 -11 56 3f0bfa0f2ac46c50
63 -11 63 0000000000000000
63 -11 70 0000000000000000
63 -11 77 0000000000000000
63 -11 84 0000000000000000
63 -11 91 0000000000000000
63 -11 98 0000000000000000
63 -8 -70 0000000000000000
63 -8 -63 0000000000000000
63 -8 -56 0000000000000000
63 -8 -49 0000000000000000
63 -8 -42 0000000000000000
63 -8 -35 0000000000000000
63 -8 -28 0000000000000000
63 -8 -21 0000000000000000
63 -8 -14 0000000000000000
63 -8 -7 0000000000000000
63 -8 0 0000000000000000
63 -8 7 0000000000000000
63 -8 14 0000000000000000
63 -8 21 3f1f6836aea46f7d
63 -8 28 3f9aef8a02b0bd60
63 -8 35 3fa2570ff0e90cae
63 -8 42 3fa2570ff0e90cae
63 -8 49 3f9aef8a02b0bd60
63 -8 56 3f1f6836aea46f7d
63 -8 63 0000000000000000
63 -8 70 0000000000000000
63 -8 77 0000000000000000
63 -8 84 0000000000000000
63 -8 91 0000000000000000
63 -8 98 0000000000000000
63 -5 -70 0000000000000000
63 -5 -63 0000000000000000
63 -5 -56 0000000000000000
63 -5 -49 0000000000000000
63 -5 -42 0000000000000000
63 -5 -35 0000000000000000
63 -5 -28 0000000000000000
63 -5 -21 0000000000000000
63 -5 -14 0000000000000000
63 -5 -7 0000000000000000
63 -5 0 0000000000000000
63 -5 7 0000000000000000
63 -5 14 0000000000000000
63 -5 21 bf02ca82ea4ba4fd
63 -5 28 bf8132166635285b
63 -5 35 bf87c7b0d81a31a1
63 -5 42 bf87c7b0d81a31a1
63 -5 49 bf8132166635285b
63 -5 56 bf02ca82ea4ba4fd
63 -5 63 0000000000000000
63 -5 70 0000000000000000
63 -5 77 0000000000000000
63 -5 84 0000000000000000
63 -5 91 0000000000000000
63 -5 98 0000000000000000
63 -2 -70 0000000000000000
63 -2 -63 0000000000000000
63 -2 -56 0000000000000000
63 -2 -49 0000000000000000
63 -2 -42 0000000000000000
63 -2 -35 0000000000000000
63 -2 -28 0000000000000000
63 -2 -21 0000000000000000
63 -2 -14 0000000000000000
63 -2 -7 0000000000000000
63 -2 0 0000000000000000
63 -2 7 0000000000000000
63 -2 14 0000000000000000
63 -2 21 bf1d68915dad6b28
63 -2 28 bf97f4cc7d12a419
63 -2 35 bfa030ba13b9edcf
63 -2 42 bfa030ba13b9edcf
63 -2 49 bf97f4cc7d12a419
63 -2 56 bf1d68915dad6b28
63 -2 63 0000000000000000
63 -2 70 0000000000000000
63 -2 77 0000000000000000
63 -2 84 0000000000000000
63 -2 91 0000000000000000
63 -2 98 0000000000000000
63 1 -70 0000000000000000
63 1 -63 0000000000000000
63 1 -56 0000000000000000
63 1 -49 0000000000000000
63 1 -42 0000000000000000
63 1 -35 0000000000000000
63 1 -28 0000000000000000
63 1 -21 0000000000000000
63 1 -14 0000000000000000
63 1 -7 0000000000000000
63 1 0 0000000000000000
63 1 7 0000000000000000
63 1 14 0000000000000000
63 1 21 befdf65e8bad2c07
63 1 28 bf74c01da5ebbc88
63 1 35 bf7b7010fd358d6c
63 1 42 bf7b7010fd358d6c
63 1 49 bf74c01da5ebbc88
63 1 56 befdf65e8bad2c07
63 1 63 0000000000000000
63 1 70 0000000000000000
63 1 77 0000000000000000
63 1 84 0000000000000000
63 1 91 0000000000000000
63 1 98 0000000000000000
63 4 -70 0000000000000000
63 4 -63 0000000000000000
63 4 -56 0000000000000000
63 4 -49 0000000000000000
63 4 -42 0000000000000000
63 4 -35 0000000000000000
63 4 -28 0000000000000000
63 4 -21 0000000000000000
63 4 -14 0000000000000000
63 4 -7 0000000000000000
63 4 0 0000000000000000
63 4 7 0000000000000000
63 4 14 0000000000000000
63 4 21 bebe4633b3307d68
63 4 28 bf32a96a23f4cc4f
63 4 35 bf3866990f54ff51
63 4 42 bf3866990f54ff51
63 4 49 bf32a96a23f4cc4f
63 4 56 bebe4633b3307d68
63 4 63 0000000000000000
63 4 70 0000000000000000
63 4 77 0000000000000000
63 4 84 0000000000000000
63 4 91 0000000000000000
63 4 98 0000000000000000
63 7 -70 0000000000000000
63 7 -63 0000000000000000
63 7 -56 0000000000000000
63 7 -49 0000000000000000
63 7 -42 0000000000000000
63 7 -35 0000000000000000
63 7 -28 0000000000000000
63 7 -21 0000000000000000
63 7 -14 0000000000000000
63 7 -7 0000000000000000
63 7 0 0000000000000000
63 7 7 0000000000000000
63 7 14 0000000000000000
63 7 21 0000000000000000
63 7 28 0000000000000000
63 7 35 0000000000000000
63 7 42 0000000000000000
63 7 49 0000000000000000
63 7 56 0000000000000000
63 7 63 0000000000000000
63 7 70 0000000000000000
63 7 77 0000000000000000
63 7 84 0000000000000000
63 7 91 0000000000000000
63 7 98 0000000000000000
63 10 -70 0000000000000000
63 10 -63 0000000000000000
63 10 -56 0000000000000000
63 10 -49 0000000000000000
63 10 -42 0000000000000000
63 10 -35 0000000000000000
63 10 -28 0000000000000000
63 10 -21 0000000000000000
63 10 -14 0000000000000000
63 10 -7 0000000000000000
63 10 0 0000000000000000
63 10 7 0000000000000000
63 10 14 0000000000000000
63 10 21 0000000000000000
63 10 28 0000000000000000
63 10 35 0000000000000000
63 10 42 0000000000000000
63 10 49 0000000000000000
63 10 56 0000000000000000
63 10 63 0000000000000000
63 10 70 0000000000000000
63 10 77 0000000000000000
63 10 84 0000000000000000
63 10 91 0000000000000000
63 10 98 0000000000000000
63 13 -70 0000000000000000
63 13 -63 0000000000000000
63 13 -56 0000000000000000
63 13 -49 0000000000000000
63 13 -42 0000000000000000
63 13 -35 0000000000000000
63 13 -28 0000000000000000
63 13 -21 0000000000000000
63 13 -14 0000000000000000
63 13 -7 0000000000000000
63 13 0 0000000000000000
63 13 7 0000000000000000
63 13 14 0000000000000000
63 13 21 0000000000000000
63 13 28 0000000000000000
63 13 35 0000000000000000
63 13 42 0000000000000000
63 13 49 0000000000000000
63 13 56 0000000000000000
63 13 63 0000000000000000
63 13 70 0000000000000000
63 13 77 0000000000000000
63 13 84 0000000000000000
63 13 91 0000000000000000
63 13 98 0000000000000000
63 16 -70 0000000000000000
63 16 -63 0000000000000000
63 16 -56 0000000000000000
63 16 -49 0000000000000000
63 16 -42 0000000000000000
63 16 -35 0000000000000000
63 16 -28 0000000000000000
63 16 -21 0000000000000000
63 16 -14 0000000000000000
63 16 -7 0000000000000000
63 16 0 0000000000000000
63 16 7 0000000000000000
63 16 14 0000000000000000
63 16 21 0000000000000000
63 16 28 0000000000000000
63 16 35 0000000000000000
63 16 42 0000000000000000
63 16 49 0000000000000000
63 16 56 0000000000000000
63 16 63 0000000000000000
63 16 70 0000000000000000
63 16 77 0000000000000000
63 16 84 0000000000000000
63 16 91 0000000000000000
63 16 98 0000000000000000
63 19 -70 0000000000000000
63 19 -63 0000000000000000
63 19 -56 0000000000000000
63 19 -49 0000000000000000
63 19 -42 0000000000000000
63 19 -35 0000000000000000
63 19 -28 0000000000000000
63 19 -21 0000000000000000
63 19 -14 0000000000000000
63 19 -7 0000000000000000
63 19 0 0000000000000000
63 19 7 0000000000000000
63 19 14 0000000000000000
63 19 21 0000000000000000
63 19 28 0000000000000000
63 19 35 0000000000000000
63 19 42 0000000000000000
63 19 49 0000000000000000
63 19 56 0000000000000000
63 19 63 0000000000000000
63 19 70 0000000000000000
63 19 77 0000000000000000
63 19 84 0000000000000000
63 19 91 0000000000000000
63 19 98 0000000000000000
63 22 -70 0000000000000000
63 22 -63 0000000000000000
63 22 -56 0000000000000000
63 22 -49 0000000000000000
63 22 -42 0000000000000000
63 22 -35 0000000000000000
63 22 -28 0000000000000000
63 22 -21 0000000000000000
63 22 -14 0000000000000000
63 22 -7 0000000000000000
63 22 0 0000000000000000
